,ИД,Факультет,Направление,год поступления,статус,Unnamed: 5,дата изменения,выпуск
21090,303584,РЭФ,11.03.01 Радиотехника,2010.0,1,учится,61 days,выпустился
21091,303584,РЭФ,11.03.01 Радиотехника,2010.0,2,ак. отпуск,679 days,выпустился
21098,303630,РЭФ,28.03.01 Нанотехнологии и микросистемная техника,2010.0,-1,отчислен,0 days,отчислен
21099,303630,РЭФ,28.03.01 Нанотехнологии и микросистемная техника,2010.0,1,учится,148 days,отчислен
21100,303630,РЭФ,28.03.01 Нанотехнологии и микросистемная техника,2010.0,3,переведен,154 days,отчислен
21119,303878,ФЛА,24.03.04 Авиастроение,2010.0,-1,отчислен,0 days,отчислен
21120,303878,ФЛА,24.03.04 Авиастроение,2010.0,1,учится,17 days,отчислен
21121,303878,ФЛА,24.03.04 Авиастроение,2010.0,3,переведен,301 days,отчислен
21134,304032,ФПМИ,01.03.02 Прикладная математика и информатика,2010.0,-1,отчислен,0 days,отчислен
21135,304032,ФПМИ,01.03.02 Прикладная математика и информатика,2010.0,1,учится,202 days,отчислен
21136,304032,ФПМИ,01.03.02 Прикладная математика и информатика,2010.0,3,переведен,569 days,отчислен
21179,304254,ЗО ИДО,11.03.01 Радиотехника,2010.0,-1,отчислен,0 days,отчислен
21180,304254,ЗО ИДО,11.03.01 Радиотехника,2010.0,2,ак. отпуск,25 days,отчислен
21181,304254,ЗО ИДО,11.03.01 Радиотехника,2010.0,1,учится,175 days,отчислен
21185,304258,ФГО,37.03.01 Психология,2010.0,3,переведен,0 days,отчислен
21198,304305,ЗО ИДО,11.03.01 Радиотехника,2010.0,-1,отчислен,0 days,отчислен
21199,304305,ЗО ИДО,11.03.01 Радиотехника,2010.0,1,учится,133 days,отчислен
21208,304316,РЭФ,11.03.04 Электроника и наноэлектроника,2010.0,2,ак. отпуск,0 days,отчислен
21209,304316,РЭФ,11.03.04 Электроника и наноэлектроника,2010.0,1,учится,46 days,отчислен
21213,304318,ФЭН,13.03.02 Электроэнергетика и электротехника,2010.0,-1,отчислен,0 days,отчислен
21214,304318,ФЭН,13.03.02 Электроэнергетика и электротехника,2010.0,1,учится,102 days,отчислен
21215,304318,ФЭН,13.03.02 Электроэнергетика и электротехника,2010.0,-1,отчислен,713 days,отчислен
21218,304327,ФЭН,13.03.01 Теплоэнергетика и теплотехника,2010.0,-1,отчислен,0 days,выпустился
21219,304327,ФЭН,13.03.01 Теплоэнергетика и теплотехника,2010.0,1,учится,513 days,выпустился
21239,304376,ЗО ИДО,42.03.01 Реклама и связи с общественностью,2010.0,-1,отчислен,0 days,отчислен
21240,304376,ЗО ИДО,42.03.01 Реклама и связи с общественностью,2010.0,1,учится,260 days,отчислен
21241,304376,ЗО ИДО,42.03.01 Реклама и связи с общественностью,2010.0,-1,отчислен,605 days,отчислен
21245,304393,ЗО ИДО,23.03.03 Эксплуатация транспортно-технологических машин и комплексов,2010.0,2,ак. отпуск,0 days,отчислен
21246,304393,ЗО ИДО,23.03.03 Эксплуатация транспортно-технологических машин и комплексов,2010.0,1,учится,387 days,отчислен
21259,304447,ФБ,09.03.03 Прикладная информатика,2010.0,-1,отчислен,0 days,выпустился
21260,304447,ФБ,09.03.03 Прикладная информатика,2010.0,1,учится,139 days,выпустился
21261,304447,ФБ,09.03.03 Прикладная информатика,2010.0,-1,отчислен,302 days,выпустился
21262,304447,ФБ,09.03.03 Прикладная информатика,2010.0,1,учится,504 days,выпустился
21270,304495,ФМА,13.03.02 Электроэнергетика и электротехника,2010.0,2,ак. отпуск,0 days,отчислен
21271,304495,ФМА,13.03.02 Электроэнергетика и электротехника,2010.0,1,учится,176 days,отчислен
21272,304495,ФМА,13.03.02 Электроэнергетика и электротехника,2010.0,3,переведен,425 days,отчислен
21326,304662,ФГО,45.03.02 Лингвистика,2010.0,-1,отчислен,0 days,отчислен
21327,304662,ФГО,45.03.02 Лингвистика,2010.0,1,учится,596 days,отчислен
21328,304662,ФГО,45.03.02 Лингвистика,2010.0,-1,отчислен,706 days,отчислен
21331,304667,АВТФ,09.03.01 Информатика и вычислительная техника,2010.0,-1,отчислен,0 days,отчислен
21332,304667,АВТФ,09.03.01 Информатика и вычислительная техника,2010.0,1,учится,42 days,отчислен
21333,304667,АВТФ,09.03.01 Информатика и вычислительная техника,2010.0,-1,отчислен,149 days,отчислен
21334,304667,АВТФ,09.03.01 Информатика и вычислительная техника,2010.0,1,учится,196 days,отчислен
21335,304667,АВТФ,09.03.01 Информатика и вычислительная техника,2010.0,-1,отчислен,571 days,отчислен
21339,304674,ЮФ,40.03.01 Юриспруденция,2010.0,-1,отчислен,0 days,отчислен
21359,304720,ФПМИ,02.03.03 Математическое обеспечение и администрирование информационных систем,2010.0,-1,отчислен,0 days,отчислен
21360,304720,ФПМИ,02.03.03 Математическое обеспечение и администрирование информационных систем,2010.0,1,учится,221 days,отчислен
21361,304720,ФПМИ,02.03.03 Математическое обеспечение и администрирование информационных систем,2010.0,-1,отчислен,588 days,отчислен
21368,304770,ФЛА,17.05.01 Боеприпасы и взрыватели,2010.0,-1,отчислен,0 days,
21369,304770,ФЛА,17.05.01 Боеприпасы и взрыватели,2010.0,1,учится,35 days,
21375,304777,ФМА,15.03.04 Автоматизация технологических процессов и производств,2010.0,-1,отчислен,0 days,
21376,304777,ФМА,15.03.04 Автоматизация технологических процессов и производств,2010.0,1,учится,138 days,
21383,304797,АВТФ,09.03.02 Информационные системы и технологии,2010.0,2,ак. отпуск,0 days,
21384,304797,АВТФ,09.03.02 Информационные системы и технологии,2010.0,1,учится,4 days,
21385,304797,АВТФ,09.03.02 Информационные системы и технологии,2010.0,-1,отчислен,9 days,
21386,304797,АВТФ,09.03.02 Информационные системы и технологии,2010.0,1,учится,239 days,
21387,304797,АВТФ,09.03.02 Информационные системы и технологии,2010.0,2,ак. отпуск,365 days,
21388,304797,АВТФ,09.03.02 Информационные системы и технологии,2010.0,1,учится,563 days,
21397,304813,ФМА,13.03.02 Электроэнергетика и электротехника,2010.0,2,ак. отпуск,0 days,
21398,304813,ФМА,13.03.02 Электроэнергетика и электротехника,2010.0,1,учится,54 days,
