,PK,SEMESTER,DNAME,TYPE,MARK,GRADE,BALLS,EXAM_DATE
18820,296208,1,Иностранный язык (1),зач,з,E,51.0,2012-01-24 16:41:16
18821,296208,1,Математика,экз,3,E,50.0,2012-01-24 16:41:16
18822,296208,1,История туризма,экз,3,E,50.0,2012-01-26 00:00:00
18823,296208,1,История,экз,3,D,65.0,2012-03-12 00:00:00
18824,296208,1,Информатика,зач,3,C-,71.0,2012-04-26 00:00:00
18825,296208,1,Безопасность жизнедеятельности,зач,з,D-,60.0,2012-04-26 00:00:00
18826,296208,1,Введение в специальность,зач,з,E,51.0,2012-05-02 00:00:00
18827,296208,2,Физическая культура,зач,з,C,,2011-06-06 00:00:00
18828,296208,2,Методы активизации творческого мышления,зач,ня,,0.0,2011-06-08 00:00:00
18829,296208,2,Правоведение,зач,ня,,0.0,2011-06-14 00:00:00
18830,296208,2,Математическое программирование,экз,нд,,,2011-06-17 00:00:00
18831,296208,2,Деловая этика,зач,ня,,0.0,2012-06-11 00:00:00
18832,296208,2,Социология,зач,ня,,0.0,2012-06-13 00:00:00
18833,296208,2,Теория вероятностей и математическая статистика,зач,нд,,0.0,2012-06-17 00:00:00
18834,296208,2,Статистика,зач,нз,FX,0.0,2012-06-17 00:00:00
18835,296208,2,Философия,экз,ня,,0.0,2012-06-19 00:00:00
18836,296208,2,Право,экз,ня,,0.0,2012-06-26 00:00:00
18837,296208,2,Деловая этика,зач,з,D-,60.0,2012-07-03 00:00:00
18838,296208,2,Философия,экз,3,D,62.0,2012-07-03 00:00:00
18839,296208,3,Информационные системы в экономике (маркетинге),экз,нд,,,2011-01-18 00:00:00
18840,296208,3,Философия,экз,ня,,,2011-01-22 00:00:00
18841,296208,3,Технология и НТП,экз,ня,,,2011-01-26 00:00:00
18842,296252,1,Физическая культура и спорт,зач,з,,,2016-01-30 00:00:00
18843,296252,1,Иностранный язык,зач,з,C,70.0,2016-05-31 00:00:00
18844,296252,1,Информатика,зач,з,C,70.0,2016-05-31 00:00:00
18845,296252,1,Математика,экз,3,D,65.0,2016-05-31 00:00:00
18846,296252,1,История,экз,3,D-,60.0,2016-05-31 00:00:00
18847,296252,1,Русский язык и культура речи,зач,з,D,65.0,2016-06-20 00:00:00
18848,296252,1,Введение в направление,зач,з,B-,80.0,2017-02-01 00:00:00
18849,296252,1,История туризма,экз,5,B+,87.0,2017-02-01 00:00:00
18850,296252,2,Иностранный язык,экз,4,C,75.0,2016-05-31 00:00:00
18851,296252,2,Информатика,экз,з,C-,70.0,2016-05-31 00:00:00
18852,296252,2,Философия,экз,з,C,73.0,2016-06-16 00:00:00
18853,296252,2,Экономика,зач,3,E,53.0,2016-06-22 00:00:00
18854,296252,2,Физическая культура и спорт,зач,з,,,2016-06-30 00:00:00
18855,296252,2,Психология,зач,з,A,95.0,2016-07-04 00:00:00
18856,296252,2,Социология,зач,з,C,73.0,2016-07-04 00:00:00
18857,296252,2,Человек и его потребности,экз,5,B+,87.0,2016-07-04 00:00:00
18858,296252,2,Математический анализ,экз,3,D,65.0,2018-05-08 00:00:00
18859,296252,3,Безопасность жизнедеятельности,зач,з,C+,78.0,2017-01-24 00:00:00
18860,296252,3,Сервисная деятельность,экз,4,C,75.0,2017-01-24 00:00:00
18861,296252,3,Физическая культура и спорт,зач,з,,,2017-01-30 00:00:00
18862,296252,3,Основы деловых отношений,зач,з,A-,90.0,2017-02-01 00:00:00
18863,296252,3,Иностранный язык,зач,4,C+,79.0,2017-02-03 00:00:00
18864,296252,3,Иностранный язык (2),зач,з,B-,80.0,2017-02-07 00:00:00
18865,296252,3,Страноведение,зач,5,A-,92.0,2017-02-09 00:00:00
18866,296252,3,Основы экономических знаний. Макроэкономика,зач,з,E,53.0,2018-06-01 00:00:00
18867,296252,4,Иностранный язык,экз,5,A,97.0,2017-06-23 00:00:00
18868,296252,4,Иностранный язык (2),зач,3,D,65.0,2017-06-27 00:00:00
18869,296252,4,Информационные технологии в туристской индустрии,зач,5,A-,91.0,2017-06-29 00:00:00
18870,296252,4,Физическая культура и спорт,зач,з,,,2017-06-30 00:00:00
18871,296252,4,Учебная практика: практика по получению первичных профессиональных умений и навыков,прак,5,A-,90.0,2017-07-01 00:00:00
18872,296252,4,Менеджмент в сфере услуг,экз,5,B+,87.0,2017-07-01 00:00:00
18873,296252,4,Техника и технологии  в  туризме и гостиничной деятельности,экз,4,C,75.0,2017-07-31 00:00:00
18874,296252,4,Основы предпринимательской деятельности,зач,5,B,88.0,2018-12-18 00:00:00
18918,296253,1,Иностранный язык,зач,з,C,70.0,2014-04-29 00:00:00
18919,296253,1,Введение в специальность,зач,ня,,,2014-04-29 00:00:00
18920,296253,1,Основы бизнеса,зач,ня,,,2014-04-29 00:00:00
18921,296253,1,Теоретические основы создания информационного общества,зач,ня,,,2014-04-29 00:00:00
18922,296253,1,Математика. Линейная алгебра,экз,4,B,85.0,2014-04-29 00:00:00
18923,296253,1,Математика. Математический анализ,экз,4,B,85.0,2014-04-29 00:00:00
18924,296253,1,Теоретические основы информатики,экз,ня,,,2014-04-29 00:00:00
18925,296253,2,Информатика и программирование,зач,з,C,70.0,2014-04-29 00:00:00
18926,296253,2,Дискретная  математика,зач,ня,,,2014-04-29 00:00:00
18927,296253,2,Иностранный язык,зач,ня,,,2014-04-29 00:00:00
18928,296253,2,Экономическая теория,экз,3,D,65.0,2014-04-29 00:00:00
18929,296253,2,Математика. Математический анализ,экз,4,B,85.0,2014-04-29 00:00:00
18930,296253,2,Архитектура предприятия,экз,ня,,,2014-04-29 00:00:00
18931,296253,3,Экономическая теория,КР,3,D,65.0,2014-04-29 00:00:00
18932,296253,3,Иностранный язык,зач,з,B,85.0,2014-04-29 00:00:00
18933,296253,3,Деловой русский язык,зач,ня,,,2014-04-29 00:00:00
18934,296253,3,Экономическая теория,экз,3,D,65.0,2014-04-29 00:00:00
18935,296253,3,История,экз,ня,,,2014-04-29 00:00:00
18936,296253,3,Физика,экз,ня,,,2014-04-29 00:00:00
18937,296253,4,Операционные системы,КП,ня,,,2014-04-29 00:00:00
18938,296253,4,Иностранный язык,зач,з,B,85.0,2014-04-29 00:00:00
18939,296253,4,Базы данных,зач,з,C,70.0,2014-04-29 00:00:00
18940,296253,4,Информационные системы и технологии,зач,з,C,70.0,2014-04-29 00:00:00
18941,296253,4,Бухгалтерский учет,зач,ня,,,2014-04-29 00:00:00
18942,296253,4,Операционные системы,зач,ня,,,2014-04-29 00:00:00
18943,296253,4,Теория вероятностей и математическая статистика,зач,ня,,,2014-04-29 00:00:00
18944,296253,4,Анализ данных,экз,ня,,,2014-04-29 00:00:00
18945,296253,4,Дифференциальные и разностные уравнения,экз,ня,,,2014-04-29 00:00:00
18974,296388,1,Страны и регионы мира,зач,з,E,50.0,2013-04-12 00:00:00
18975,296388,1,Английский язык,зач,з,,,2013-04-12 00:00:00
18976,296388,1,Информатика,зач,з,,,2013-04-12 00:00:00
18977,296388,1,Культурология,зач,з,,,2013-04-12 00:00:00
18978,296388,1,Социология,зач,з,,,2013-04-12 00:00:00
18979,296388,1,Физическая культура,зач,з,,,2013-04-12 00:00:00
18980,296388,1,Введение в регионоведение,экз,3,E,50.0,2013-04-12 00:00:00
18981,296388,1,История стран Европы,экз,3,E,50.0,2013-04-12 00:00:00
18982,296388,1,Иностранный язык,экз,3,,,2013-04-12 00:00:00
18983,296388,1,Отечественная история,экз,3,,,2013-04-12 00:00:00
18984,296388,2,Иностранный язык,зач,з,D+,,2013-04-12 00:00:00
18985,296388,2,Информатика,зач,з,D-,,2013-04-12 00:00:00
18986,296388,2,Физическая культура,зач,з,E,,2013-04-12 00:00:00
18987,296388,2,Русский язык и культура речи,зач,з,,,2013-04-12 00:00:00
18988,296388,2,Экология,зач,з,,,2013-04-12 00:00:00
18989,296388,2,История стран Европы,экз,3,E,50.0,2013-04-12 00:00:00
18990,296388,2,Английский язык,экз,3,,,2013-04-12 00:00:00
18991,296388,2,Математика,экз,3,,,2013-04-12 00:00:00
18992,296388,3,Английский язык,зач,з,C-,,2013-04-12 00:00:00
18993,296388,3,Физическая культура,зач,з,E,,2013-04-12 00:00:00
18994,296388,3,Безопасность жизнедеятельности,зач,з,,,2013-04-12 00:00:00
18995,296388,3,Геополитика,зач,з,,,2013-04-12 00:00:00
18996,296388,3,"Иностранный язык (немецкий, французский, польский)",экз,3,D+,,2013-04-12 00:00:00
18997,296388,3,Новая и новейшая история стран Европы,экз,3,E,50.0,2013-04-12 00:00:00
18998,296388,3,Новая и новейшая история стран Азии и Африки,экз,3,E,,2013-04-12 00:00:00
18999,296388,3,Введение в теорию вероятностей и математическую статистику,зач,ня,,,2014-12-23 00:00:00
19000,296388,3,Физическая культура,зач,нз,,,2014-12-25 00:00:00
19001,296388,3,История стран Европы,зач,ня,,,2014-12-25 00:00:00
19002,296388,3,Иностранный язык,зач,ня,,,2014-12-27 00:00:00
19003,296388,3,Иностранный язык региона специализации (английский),экз,ня,,,2015-01-13 00:00:00
19004,296388,3,Информационные сети и базы данных по зарубежному регионоведению,экз,ня,,,2015-01-16 00:00:00
19005,296388,3,Политология,экз,ня,,,2015-01-20 00:00:00
19006,296388,3,Экономическая теория,экз,ня,,,2015-01-24 00:00:00
19007,296388,4,Английский язык,экз,3,C,,2011-06-13 00:00:00
19008,296388,4,Этнология стран Европы,КР,3,,,2013-04-12 00:00:00
19009,296388,4,Дипломатический этикет,зач,з,B,,2013-04-12 00:00:00
19010,296388,4,Религиоведение,зач,з,C,,2013-04-12 00:00:00
19011,296388,4,"Немецкий (французский, польский) язык",зач,з,D+,,2013-04-12 00:00:00
19012,296388,4,Физическая культура,зач,з,E,,2013-04-12 00:00:00
19013,296388,4,Концепции современного естествознания,зач,з,,,2013-04-12 00:00:00
19014,296388,4,Этнология стран Европы,экз,3,E,50.0,2013-04-12 00:00:00
19015,296388,4,Политические процессы в современной России,экз,3,E,,2013-04-12 00:00:00
19045,296433,1,Введение в специальность,зач,ня,,,2012-06-30 00:00:00
